watch_id,user_id,show_id,watch_minutes,watch_date
W01396,U0138,S007,37,2026-07-05
W01397,U0049,S004,134,2026-04-17
W01398,U0013,S004,110,2026-08-29
W01399,U0282,S022,13,2026-07-14
W01400,U0223,S018,175,2026-08-02
W01401,U0383,S024,136,2026-09-04
W01402,U0376,S023,31,2026-04-26
W01403,U0130,S023,20,2026-09-15
W01404,U0476,S014,105,2026-08-05
W01405,U0190,S005,19,2026-06-26
W01406,U0424,S014,161,2026-07-23
W01407,U0355,S012,121,2026-05-11
W01408,U0316,S030,96,2026-04-27
W01409,U0145,S001,66,2026-03-31
W01410,U0439,S010,18,2026-06-23
W01411,U0278,S013,98,2026-06-11
W01412,U0176,S018,124,2026-07-04
W01413,U0460,S008,154,2026-08-02
W01414,U0399,S010,24,2026-07-01
W01415,U0463,S023,176,2026-08-24
W01416,U0013,S017,41,2026-06-10
W01417,U0393,S008,157,2026-07-15
W01418,U0218,S027,91,2026-05-11
W01419,U0333,S016,85,2026-06-09
W01420,U0428,S006,80,2026-05-18
W01421,U0249,S003,57,2026-09-07
W01422,U0018,S016,48,2026-05-06
W01423,U0196,S027,98,2026-08-17
W01424,U0224,S030,150,2026-04-27
W01425,U0365,S017,143,2026-05-11
W01426,U0467,S013,99,2026-09-11
W01427,U0270,S022,141,2026-07-24
W01428,U0039,S008,34,2026-09-18
W01429,U0333,S027,175,2026-09-06
W01430,U0120,S028,62,2026-08-27
W01431,U0222,S003,165,2026-07-06
W01432,U0131,S013,159,2026-09-04
W01433,U0096,S029,175,2026-08-05
W01434,U0200,S023,81,2026-04-26
W01435,U0318,S025,15,2026-05-28
W01436,U0206,S003,147,2026-08-22
W01437,U0387,S027,85,2026-09-10
W01438,U0177,S027,40,2026-05-07
W01439,U0349,S005,61,2026-09-16
W01440,U0345,S009,40,2026-04-27
W01441,U0254,S021,93,2026-06-07
W01442,U0487,S022,141,2026-07-24
W01443,U0013,S013,136,2026-06-30
W01444,U0426,S018,29,2026-04-19
W01445,U0500,S013,90,2026-04-02
W01446,U0438,S004,138,2026-08-22
W01447,U0399,S013,26,2026-07-18
W01448,U0408,S026,81,2026-09-14
W01449,U0498,S027,118,2026-07-20
W01450,U0279,S014,81,2026-07-06
W01451,U0264,S027,120,2026-06-28
W01452,U0187,S013,176,2026-07-07
W01453,U0229,S017,165,2026-05-24
W01454,U0473,S029,25,2026-05-29
W01455,U0375,S002,154,2026-07-05
W01456,U0286,S007,22,2026-05-11
W01457,U0096,S018,103,2026-09-04
W01458,U0338,S013,180,2026-05-03
W01459,U0469,S030,158,2026-05-14
W01460,U0112,S023,90,2026-08-01
W01461,U0424,S019,125,2026-06-10
W01462,U0143,S009,117,2026-04-19
W01463,U0479,S021,137,2026-08-17
W01464,U0180,S030,170,2026-04-15
W01465,U0313,S020,146,2026-05-05
W01466,U0182,S015,10,2026-08-24
W01467,U0044,S003,84,2026-07-09
W01468,U0098,S016,18,2026-06-28
W01469,U0288,S015,149,2026-03-23
W01470,U0481,S013,145,2026-08-05
W01471,U0072,S027,21,2026-04-05
W01472,U0321,S011,51,2026-08-01
W01473,U0190,S019,148,2026-05-29
W01474,U0103,S011,104,2026-04-05
W01475,U0273,S001,169,2026-06-12
W01476,U0221,S021,94,2026-08-31
W01477,U0424,S023,65,2026-05-22
W01478,U0390,S022,111,2026-06-06
W01479,U0421,S013,63,2026-08-30
W01480,U0200,S009,124,2026-06-22
W01481,U0139,S024,58,2026-05-07
W01482,U0149,S019,72,2026-05-31
W01483,U0104,S019,112,2026-05-23
W01484,U0156,S027,26,2026-06-05
W01485,U0006,S019,37,2026-06-02
W01486,U0450,S006,128,2026-07-29
W01487,U0293,S019,77,2026-05-31
W01488,U0214,S026,52,2026-06-21
W01489,U0164,S026,22,2026-06-08
W01490,U0308,S026,41,2026-05-01
W01491,U0465,S009,92,2026-07-05
W01492,U0186,S028,108,2026-06-03
W01493,U0238,S008,37,2026-08-17
W01494,U0385,S010,57,2026-04-12
W01495,U0296,S001,123,2026-06-01
W01496,U0388,S006,164,2026-09-12
W01497,U0137,S015,153,2026-06-17
W01498,U0184,S012,40,2026-05-05
W01499,U0472,S023,151,2026-06-08
W01500,U0237,S025,43,2026-05-20
W01501,U0067,S026,161,2026-09-05
W01502,U0118,S010,82,2026-08-16
W01503,U0282,S020,113,2026-09-04
W01504,U0010,S019,76,2026-07-17
W01505,U0152,S005,36,2026-07-12
W01506,U0464,S017,24,2026-08-25
W01507,U0163,S012,114,2026-08-06
W01508,U0181,S012,35,2026-04-22
W01509,U0175,S002,104,2026-05-19
W01510,U0434,S020,149,2026-04-21
W01511,U0471,S004,96,2026-07-10
W01512,U0176,S023,121,2026-04-30
W01513,U0129,S022,98,2026-07-10
W01514,U0066,S030,140,2026-08-20
W01515,U0378,S021,93,2026-09-05
W01516,U0433,S020,125,2026-06-11
W01517,U0294,S029,152,2026-06-20
W01518,U0250,S014,55,2026-04-26
W01519,U0025,S021,130,2026-07-10
W01520,U0378,S005,79,2026-07-23
W01521,U0113,S011,121,2026-06-27
W01522,U0364,S015,100,2026-06-09
W01523,U0018,S021,113,2026-07-02
W01524,U0151,S003,49,2026-04-18
W01525,U0242,S010,98,2026-09-09
W01526,U0180,S017,70,2026-06-11
W01527,U0192,S005,131,2026-09-11
W01528,U0237,S021,64,2026-06-04
W01529,U0037,S024,111,2026-04-12
W01530,U0349,S005,82,2026-06-21
W01531,U0059,S016,11,2026-05-03
W01532,U0449,S008,60,2026-05-16
W01533,U0030,S011,117,2026-04-20
W01534,U0332,S007,99,2026-07-12
W01535,U0205,S027,134,2026-07-04
W01536,U0438,S028,131,2026-08-04
W01537,U0094,S009,112,2026-06-09
W01538,U0223,S026,171,2026-03-30
W01539,U0247,S020,98,2026-04-22
W01540,U0076,S001,31,2026-06-30
W01541,U0040,S005,120,2026-04-07
W01542,U0385,S001,179,2026-05-01
W01543,U0405,S015,31,2026-03-30
W01544,U0166,S003,17,2026-06-09
W01545,U0190,S015,26,2026-06-02
W01546,U0017,S022,99,2026-05-06
W01547,U0141,S017,175,2026-03-29
W01548,U0337,S016,87,2026-05-31
W01549,U0429,S006,172,2026-07-24
W01550,U0366,S014,81,2026-05-05
W01551,U0445,S015,63,2026-08-15
W01552,U0283,S013,168,2026-07-15
W01553,U0245,S024,172,2026-07-11
W01554,U0060,S006,67,2026-07-27
W01555,U0305,S023,171,2026-04-06
W01556,U0026,S015,14,2026-07-23
W01557,U0474,S020,143,2026-07-05
W01558,U0198,S027,155,2026-05-31
W01559,U0388,S017,23,2026-04-20
W01560,U0462,S013,144,2026-09-02
W01561,U0384,S012,128,2026-07-01
W01562,U0399,S019,72,2026-07-02
W01563,U0491,S015,172,2026-05-21
W01564,U0337,S003,156,2026-06-27
W01565,U0404,S004,172,2026-05-03
W01566,U0416,S026,53,2026-04-18
W01567,U0360,S024,70,2026-08-22
W01568,U0381,S017,80,2026-09-15
W01569,U0363,S018,74,2026-04-23
W01570,U0355,S004,150,2026-06-06
W01571,U0454,S026,137,2026-08-22
W01572,U0398,S005,121,2026-07-03
W01573,U0463,S015,77,2026-04-12
W01574,U0296,S027,153,2026-05-01
W01575,U0190,S004,99,2026-06-08
W01576,U0284,S013,40,2026-09-04
W01577,U0259,S022,145,2026-09-13
W01578,U0280,S015,180,2026-06-17
W01579,U0159,S009,54,2026-08-31
W01580,U0450,S008,80,2026-06-19
W01581,U0364,S019,112,2026-05-03
W01582,U0490,S029,66,2026-07-05
W01583,U0464,S003,39,2026-09-04
W01584,U0458,S006,155,2026-03-24
W01585,U0370,S005,126,2026-05-14
W01586,U0221,S007,69,2026-08-08
W01587,U0098,S011,135,2026-05-28
W01588,U0173,S023,103,2026-05-17
W01589,U0390,S024,131,2026-04-10
W01590,U0494,S012,13,2026-07-05
W01591,U0093,S023,15,2026-06-10
W01592,U0288,S010,155,2026-08-11
W01593,U0271,S008,131,2026-04-21
W01594,U0096,S009,15,2026-05-22
W01595,U0112,S024,132,2026-08-23
W01596,U0447,S003,115,2026-08-03
W01597,U0139,S011,154,2026-06-04
W01598,U0096,S004,90,2026-06-08
W01599,U0297,S019,142,2026-07-09
W01600,U0416,S022,44,2026-04-10
W01601,U0022,S001,159,2026-08-16
W01602,U0368,S023,20,2026-09-02
W01603,U0461,S027,12,2026-05-04
W01604,U0393,S028,85,2026-05-06
W01605,U0087,S014,27,2026-03-28
W01606,U0113,S027,82,2026-06-26
W01607,U0279,S010,92,2026-07-06
W01608,U0125,S015,78,2026-03-31
W01609,U0047,S020,39,2026-04-09
W01610,U0281,S028,121,2026-09-07
W01611,U0495,S025,83,2026-06-12
W01612,U0206,S010,67,2026-05-16
W01613,U0094,S023,136,2026-09-03
W01614,U0425,S025,87,2026-05-05
W01615,U0355,S020,57,2026-05-10
W01616,U0226,S010,108,2026-03-25
W01617,U0459,S011,94,2026-04-30
W01618,U0405,S022,144,2026-06-07
W01619,U0209,S030,73,2026-05-01
W01620,U0258,S012,130,2026-05-11
W01621,U0298,S018,63,2026-05-09
W01622,U0331,S016,27,2026-08-27
W01623,U0483,S021,99,2026-04-14
W01624,U0144,S006,117,2026-07-15
W01625,U0491,S015,57,2026-05-27
W01626,U0298,S012,86,2026-04-07
W01627,U0388,S007,139,2026-07-10
W01628,U0474,S027,164,2026-07-02
W01629,U0283,S015,81,2026-04-20
W01630,U0263,S015,128,2026-09-03
W01631,U0430,S008,133,2026-08-19
W01632,U0012,S013,52,2026-04-16
W01633,U0017,S029,129,2026-09-10
W01634,U0292,S021,17,2026-05-03
W01635,U0325,S026,45,2026-08-23
W01636,U0284,S022,102,2026-04-05
W01637,U0175,S012,110,2026-05-23
W01638,U0414,S023,153,2026-04-17
W01639,U0270,S010,80,2026-08-16
W01640,U0493,S020,133,2026-04-19
W01641,U0381,S005,38,2026-08-07
W01642,U0195,S015,28,2026-09-06
W01643,U0461,S010,30,2026-09-18
W01644,U0064,S005,36,2026-06-15
W01645,U0311,S020,38,2026-05-14
W01646,U0148,S025,79,2026-05-22
W01647,U0319,S004,139,2026-09-12
W01648,U0406,S016,155,2026-07-31
W01649,U0453,S022,109,2026-07-10
W01650,U0030,S013,28,2026-08-20
W01651,U0471,S002,150,2026-06-25
W01652,U0427,S030,127,2026-06-26
W01653,U0221,S004,31,2026-08-24
W01654,U0180,S020,120,2026-04-20
W01655,U0420,S009,156,2026-06-22
W01656,U0038,S006,125,2026-09-14
W01657,U0239,S015,157,2026-08-29
W01658,U0009,S004,59,2026-06-07
W01659,U0338,S005,157,2026-04-05
W01660,U0343,S030,84,2026-04-03
W01661,U0165,S022,77,2026-08-31
W01662,U0477,S012,43,2026-07-31
W01663,U0077,S010,146,2026-03-26
W01664,U0106,S007,77,2026-08-14
W01665,U0147,S010,168,2026-05-22
W01666,U0384,S003,94,2026-04-07
W01667,U0189,S019,104,2026-06-03
W01668,U0181,S002,125,2026-04-30
W01669,U0138,S002,69,2026-06-14
W01670,U0472,S017,105,2026-08-02
W01671,U0144,S016,55,2026-07-25
W01672,U0423,S021,168,2026-06-20
W01673,U0107,S024,138,2026-06-07
W01674,U0395,S023,94,2026-07-03
W01675,U0004,S007,163,2026-05-03
W01676,U0367,S018,149,2026-07-14
W01677,U0095,S017,101,2026-06-17
W01678,U0480,S001,56,2026-07-21
W01679,U0476,S021,115,2026-06-02
W01680,U0199,S002,115,2026-07-08
W01681,U0280,S004,117,2026-06-02
W01682,U0019,S026,49,2026-05-28
W01683,U0306,S011,84,2026-08-25
W01684,U0493,S003,21,2026-04-16
W01685,U0195,S010,36,2026-08-13
W01686,U0369,S022,58,2026-06-19
W01687,U0144,S002,69,2026-04-11
W01688,U0182,S030,93,2026-05-07
W01689,U0166,S028,34,2026-06-10
W01690,U0096,S029,19,2026-04-22
W01691,U0444,S010,49,2026-06-07
W01692,U0225,S013,114,2026-06-24
W01693,U0374,S010,56,2026-05-16
W01694,U0421,S022,31,2026-09-05
W01695,U0185,S020,116,2026-04-01
W01696,U0283,S009,89,2026-06-10
W01697,U0162,S026,98,2026-07-03
W01698,U0322,S012,177,2026-04-25
W01699,U0073,S012,99,2026-03-29
W01700,U0201,S010,105,2026-08-13
W01701,U0226,S016,29,2026-05-03
W01702,U0039,S028,75,2026-05-20
W01703,U0321,S019,133,2026-09-08
W01704,U0164,S024,164,2026-04-06
W01705,U0386,S025,87,2026-06-30
W01706,U0194,S029,24,2026-05-27
W01707,U0012,S005,165,2026-05-30
W01708,U0340,S029,112,2026-06-18
W01709,U0280,S021,147,2026-06-26
W01710,U0110,S014,110,2026-05-19
W01711,U0146,S024,151,2026-07-24
W01712,U0162,S026,85,2026-04-23
W01713,U0150,S024,45,2026-05-07
W01714,U0173,S004,31,2026-09-03
W01715,U0206,S016,109,2026-07-09
W01716,U0440,S025,105,2026-08-31
W01717,U0417,S013,173,2026-09-01
W01718,U0148,S018,47,2026-04-13
W01719,U0195,S023,118,2026-06-19
W01720,U0123,S016,158,2026-04-22
W01721,U0104,S019,149,2026-06-30
W01722,U0400,S017,96,2026-09-07
W01723,U0142,S029,55,2026-07-14
W01724,U0288,S015,53,2026-08-20
W01725,U0401,S009,63,2026-08-10
W01726,U0495,S012,107,2026-07-26
W01727,U0261,S013,36,2026-06-17
W01728,U0372,S023,113,2026-07-22
W01729,U0256,S027,88,2026-03-31
W01730,U0043,S001,40,2026-05-16
W01731,U0355,S017,92,2026-09-12
W01732,U0110,S022,41,2026-05-21
W01733,U0424,S013,44,2026-08-15
W01734,U0133,S009,38,2026-09-16
W01735,U0326,S025,104,2026-04-12
W01736,U0278,S002,78,2026-07-21
W01737,U0219,S025,81,2026-07-02
W01738,U0247,S001,96,2026-04-05
W01739,U0096,S011,176,2026-08-16
W01740,U0495,S022,97,2026-06-13
W01741,U0459,S029,63,2026-07-30
W01742,U0218,S016,108,2026-06-10
W01743,U0020,S014,136,2026-07-16
W01744,U0058,S021,120,2026-06-14
W01745,U0129,S017,166,2026-04-20
W01746,U0340,S006,17,2026-07-03
W01747,U0029,S016,170,2026-05-12
W01748,U0131,S028,172,2026-04-01
W01749,U0197,S027,117,2026-06-06
W01750,U0204,S020,118,2026-09-03
W01751,U0276,S009,176,2026-06-10
W01752,U0260,S019,28,2026-06-24
W01753,U0102,S027,180,2026-07-02
W01754,U0141,S013,95,2026-04-15
W01755,U0476,S020,120,2026-08-17
W01756,U0437,S013,95,2026-04-04
W01757,U0043,S019,51,2026-05-18
W01758,U0346,S016,124,2026-08-02
W01759,U0026,S023,52,2026-08-06
W01760,U0077,S028,146,2026-07-08
W01761,U0020,S024,48,2026-06-09
W01762,U0435,S012,20,2026-08-26
W01763,U0154,S010,164,2026-04-08
W01764,U0011,S006,107,2026-03-30
W01765,U0427,S019,143,2026-04-30
W01766,U0430,S020,122,2026-07-21
W01767,U0426,S028,74,2026-05-21
W01768,U0355,S008,81,2026-04-30
W01769,U0443,S020,127,2026-08-07
W01770,U0431,S024,16,2026-07-24
W01771,U0267,S007,70,2026-07-28
W01772,U0324,S025,149,2026-05-14
W01773,U0154,S006,119,2026-08-06
W01774,U0140,S011,60,2026-06-27
W01775,U0117,S005,55,2026-08-20
W01776,U0309,S024,130,2026-08-02
W01777,U0269,S025,134,2026-07-19
W01778,U0118,S022,125,2026-07-01
W01779,U0118,S004,84,2026-04-22
W01780,U0480,S017,16,2026-04-05
W01781,U0366,S026,20,2026-05-12
W01782,U0348,S022,32,2026-04-13
W01783,U0498,S028,120,2026-05-14
W01784,U0313,S026,162,2026-07-17
W01785,U0054,S029,106,2026-04-09
W01786,U0164,S014,87,2026-05-08
W01787,U0035,S030,101,2026-07-03
W01788,U0273,S003,167,2026-07-04
W01789,U0500,S029,88,2026-06-27
W01790,U0110,S024,111,2026-03-27
W01791,U0106,S027,56,2026-07-20
W01792,U0181,S022,175,2026-05-04
W01793,U0320,S023,16,2026-07-15
W01794,U0278,S017,178,2026-06-12
W01795,U0330,S010,144,2026-07-23
W01796,U0496,S029,59,2026-05-24
W01797,U0230,S027,61,2026-04-05
W01798,U0161,S001,171,2026-04-03
W01799,U0004,S017,141,2026-04-28
W01800,U0427,S022,13,2026-04-05
W01801,U0001,S007,44,2026-06-30
W01802,U0008,S029,161,2026-07-08
W01803,U0467,S004,132,2026-04-02
W01804,U0299,S027,41,2026-06-15
W01805,U0334,S025,155,2026-07-07
W01806,U0156,S028,166,2026-05-31
W01807,U0016,S003,56,2026-08-08
W01808,U0251,S027,40,2026-08-15
W01809,U0260,S005,26,2026-05-06
W01810,U0039,S016,48,2026-05-27
W01811,U0489,S004,39,2026-04-19
W01812,U0158,S022,75,2026-08-03
W01813,U0108,S012,45,2026-05-05
W01814,U0018,S026,10,2026-03-24
W01815,U0383,S026,99,2026-03-25
W01816,U0087,S026,143,2026-06-22
W01817,U0070,S012,161,2026-05-19
W01818,U0086,S019,110,2026-09-12
W01819,U0402,S030,110,2026-04-12
W01820,U0030,S025,179,2026-06-14
W01821,U0033,S010,21,2026-05-03
W01822,U0118,S030,164,2026-06-12
W01823,U0423,S009,158,2026-06-05
W01824,U0332,S023,38,2026-06-07
W01825,U0161,S011,126,2026-06-24
W01826,U0271,S002,126,2026-05-09
W01827,U0172,S022,27,2026-08-26
W01828,U0259,S007,180,2026-06-04
W01829,U0210,S012,175,2026-04-22
W01830,U0421,S026,170,2026-04-04
W01831,U0364,S027,104,2026-06-30
W01832,U0378,S011,77,2026-08-18
W01833,U0379,S018,122,2026-03-25
W01834,U0098,S029,31,2026-06-21
W01835,U0450,S012,136,2026-06-13
W01836,U0134,S010,34,2026-08-28
W01837,U0185,S021,64,2026-09-05
W01838,U0251,S016,104,2026-05-09
W01839,U0398,S007,165,2026-06-27
W01840,U0224,S028,128,2026-05-05
W01841,U0433,S009,159,2026-08-28
W01842,U0416,S005,51,2026-06-26
W01843,U0053,S027,83,2026-03-24
W01844,U0251,S007,131,2026-07-02
W01845,U0271,S007,166,2026-05-25
W01846,U0123,S015,140,2026-05-05
W01847,U0339,S010,101,2026-08-13
W01848,U0029,S015,44,2026-05-15
W01849,U0006,S012,120,2026-05-23
W01850,U0294,S013,102,2026-06-05
W01851,U0147,S003,145,2026-08-01
W01852,U0008,S023,131,2026-04-03
W01853,U0340,S015,141,2026-08-19
W01854,U0179,S021,54,2026-06-07
W01855,U0136,S023,25,2026-07-15
W01856,U0333,S003,18,2026-09-09
W01857,U0316,S014,86,2026-04-16
W01858,U0327,S015,80,2026-07-30
W01859,U0102,S002,178,2026-07-08
W01860,U0278,S024,122,2026-04-03
W01861,U0485,S012,10,2026-09-10
W01862,U0266,S011,119,2026-04-20
W01863,U0200,S024,122,2026-09-18
W01864,U0473,S018,21,2026-08-05
W01865,U0345,S017,163,2026-06-13
W01866,U0494,S016,87,2026-08-17
W01867,U0425,S004,130,2026-06-05
W01868,U0279,S011,143,2026-07-27
W01869,U0495,S005,180,2026-06-07
W01870,U0025,S018,150,2026-04-29
W01871,U0043,S014,37,2026-06-12
W01872,U0146,S027,72,2026-07-23
W01873,U0441,S028,65,2026-04-27
W01874,U0155,S015,146,2026-04-27
W01875,U0232,S020,77,2026-07-13
W01876,U0302,S025,76,2026-04-24
W01877,U0410,S008,15,2026-05-29
W01878,U0464,S024,103,2026-09-13
W01879,U0429,S013,34,2026-05-27
W01880,U0148,S022,91,2026-06-08
W01881,U0367,S018,75,2026-08-23
W01882,U0458,S023,54,2026-08-25
W01883,U0370,S015,72,2026-04-08
W01884,U0076,S015,123,2026-03-27
W01885,U0111,S025,156,2026-08-30
W01886,U0035,S007,62,2026-04-24
W01887,U0026,S014,23,2026-09-17
W01888,U0374,S013,60,2026-05-22
W01889,U0427,S023,160,2026-09-03
W01890,U0440,S022,28,2026-08-11
W01891,U0338,S012,101,2026-08-29
W01892,U0444,S027,42,2026-08-05
W01893,U0403,S028,132,2026-05-02
W01894,U0180,S029,135,2026-09-18
W01895,U0177,S005,163,2026-05-05
W01896,U0099,S002,136,2026-08-06
W01897,U0483,S008,89,2026-04-10
W01898,U0294,S013,135,2026-05-24
W01899,U0343,S028,63,2026-05-01
W01900,U0150,S016,37,2026-09-12
W01901,U0496,S003,55,2026-06-28
W01902,U0328,S012,94,2026-08-14
W01903,U0282,S008,94,2026-08-04
W01904,U0409,S009,74,2026-04-25
W01905,U0134,S023,124,2026-07-28
W01906,U0064,S023,180,2026-04-21
W01907,U0363,S023,105,2026-06-13
W01908,U0158,S013,155,2026-06-13
W01909,U0343,S015,158,2026-05-22
W01910,U0313,S007,160,2026-06-15
W01911,U0347,S013,97,2026-04-05
W01912,U0371,S015,177,2026-09-07
W01913,U0435,S010,144,2026-08-01
W01914,U0050,S016,93,2026-08-12
W01915,U0347,S006,100,2026-08-20
W01916,U0137,S021,118,2026-04-16
W01917,U0313,S021,99,2026-03-27
W01918,U0296,S016,54,2026-06-21
W01919,U0077,S017,96,2026-07-10
W01920,U0148,S005,126,2026-07-01
W01921,U0092,S017,37,2026-08-04
W01922,U0425,S002,34,2026-05-10
W01923,U0058,S018,50,2026-09-16
W01924,U0134,S011,47,2026-08-30
W01925,U0390,S013,84,2026-08-20
W01926,U0142,S002,177,2026-04-19
W01927,U0259,S023,126,2026-03-27
W01928,U0355,S001,161,2026-05-19
W01929,U0019,S018,125,2026-04-11
W01930,U0381,S024,44,2026-08-03
W01931,U0190,S001,162,2026-06-06
W01932,U0429,S017,135,2026-05-12
W01933,U0491,S002,98,2026-06-05
W01934,U0400,S002,156,2026-06-28
W01935,U0407,S019,34,2026-07-02
W01936,U0016,S022,82,2026-06-20
W01937,U0129,S010,156,2026-09-12
W01938,U0481,S002,89,2026-05-31
W01939,U0236,S008,155,2026-06-16
W01940,U0034,S025,134,2026-05-17
W01941,U0045,S006,30,2026-05-06
W01942,U0122,S006,105,2026-08-11
W01943,U0361,S016,48,2026-06-11
W01944,U0287,S010,19,2026-05-13
W01945,U0030,S025,27,2026-06-18
W01946,U0444,S024,134,2026-06-11
W01947,U0329,S015,13,2026-08-05
W01948,U0191,S008,18,2026-08-09
W01949,U0109,S009,163,2026-07-07
W01950,U0388,S017,25,2026-04-26
W01951,U0143,S003,130,2026-08-13
W01952,U0308,S005,14,2026-08-16
W01953,U0276,S015,155,2026-05-05
W01954,U0111,S002,102,2026-06-08
W01955,U0013,S004,179,2026-04-18
W01956,U0109,S010,104,2026-07-29
W01957,U0105,S008,76,2026-08-09
W01958,U0496,S014,18,2026-05-04
W01959,U0478,S021,20,2026-05-31
W01960,U0099,S005,51,2026-05-16
W01961,U0397,S004,129,2026-04-11
W01962,U0141,S012,46,2026-09-16
W01963,U0074,S028,82,2026-04-08
W01964,U0308,S007,139,2026-04-03
W01965,U0246,S024,69,2026-09-05
W01966,U0279,S007,49,2026-04-14
W01967,U0320,S007,94,2026-05-29
W01968,U0151,S029,98,2026-05-14
W01969,U0287,S018,29,2026-08-24
W01970,U0236,S023,139,2026-04-25
W01971,U0153,S013,131,2026-07-12
W01972,U0359,S028,115,2026-07-05
W01973,U0375,S006,108,2026-09-06
W01974,U0082,S011,127,2026-08-15
W01975,U0340,S005,68,2026-08-14
W01976,U0444,S019,135,2026-07-31
W01977,U0367,S030,153,2026-06-04
W01978,U0384,S024,114,2026-09-11
W01979,U0324,S015,44,2026-04-08
W01980,U0183,S014,111,2026-08-13
W01981,U0100,S007,39,2026-05-08
W01982,U0467,S017,153,2026-04-04
W01983,U0111,S022,81,2026-07-04
W01984,U0210,S028,89,2026-04-12
W01985,U0500,S019,51,2026-07-24
W01986,U0273,S013,16,2026-07-22
W01987,U0155,S010,43,2026-07-04
W01988,U0036,S025,15,2026-04-12
W01989,U0408,S018,143,2026-08-13
W01990,U0285,S030,162,2026-06-25
W01991,U0439,S017,161,2026-09-11
W01992,U0331,S026,136,2026-04-07
W01993,U0115,S030,37,2026-04-14
W01994,U0387,S011,175,2026-06-13
W01995,U0189,S014,99,2026-08-28
W01996,U0176,S021,63,2026-04-13
W01997,U0184,S007,68,2026-04-12
W01998,U0328,S019,29,2026-04-29
W01999,U0112,S022,68,2026-05-06
W02000,U0327,S009,118,2026-06-12
W02001,U0385,S029,65,2026-09-13
W02002,U0196,S003,132,2026-03-30
W02003,U0387,S022,113,2026-07-02
W02004,U0007,S027,10,2026-06-30
W02005,U0219,S016,96,2026-07-21
W02006,U0041,S027,84,2026-09-01
W02007,U0298,S021,170,2026-09-10
W02008,U0178,S004,174,2026-05-12
W02009,U0489,S027,136,2026-04-15
W02010,U0209,S003,142,2026-06-22
W02011,U0048,S003,125,2026-05-31
W02012,U0175,S030,108,2026-09-16
W02013,U0116,S014,121,2026-07-19
W02014,U0253,S029,168,2026-05-31
W02015,U0095,S017,133,2026-06-20
W02016,U0024,S020,160,2026-08-29
W02017,U0338,S018,88,2026-09-09
W02018,U0079,S006,36,2026-07-09
W02019,U0271,S018,45,2026-08-17
W02020,U0247,S008,88,2026-08-23
W02021,U0387,S030,56,2026-04-14
W02022,U0461,S009,107,2026-05-01
W02023,U0472,S008,105,2026-08-05
W02024,U0189,S030,125,2026-04-15
W02025,U0241,S013,10,2026-05-09
W02026,U0034,S030,88,2026-08-13
W02027,U0236,S014,130,2026-06-22
W02028,U0349,S002,91,2026-07-22
W02029,U0455,S029,168,2026-04-30
W02030,U0192,S029,162,2026-07-19
W02031,U0038,S014,145,2026-07-05
W02032,U0347,S022,139,2026-06-01
W02033,U0209,S005,98,2026-06-24
W02034,U0056,S030,102,2026-08-23
W02035,U0340,S021,31,2026-06-21
W02036,U0291,S005,25,2026-03-23
W02037,U0306,S026,137,2026-08-19
W02038,U0113,S011,26,2026-04-30
W02039,U0336,S026,139,2026-05-07
W02040,U0132,S021,176,2026-06-13
W02041,U0482,S030,143,2026-08-22
W02042,U0081,S007,78,2026-08-14
W02043,U0069,S020,25,2026-07-14
W02044,U0307,S009,174,2026-07-29
W02045,U0488,S009,179,2026-08-19
W02046,U0185,S002,18,2026-04-18
W02047,U0363,S004,95,2026-04-13
W02048,U0320,S022,31,2026-05-21
W02049,U0162,S023,166,2026-07-17
W02050,U0422,S027,119,2026-08-29
W02051,U0097,S018,80,2026-07-10
W02052,U0449,S001,10,2026-06-07
W02053,U0216,S004,13,2026-08-08
W02054,U0125,S018,36,2026-08-05
W02055,U0171,S027,41,2026-07-24
W02056,U0161,S028,115,2026-03-31
W02057,U0105,S023,79,2026-07-14
W02058,U0318,S016,43,2026-04-21
W02059,U0087,S018,115,2026-03-28
W02060,U0472,S024,122,2026-06-01
W02061,U0013,S024,27,2026-05-22
W02062,U0182,S013,122,2026-09-14
W02063,U0229,S011,48,2026-06-11
W02064,U0189,S010,88,2026-05-23
W02065,U0146,S023,39,2026-03-31
W02066,U0250,S002,67,2026-04-16
W02067,U0196,S003,80,2026-08-19
W02068,U0248,S018,115,2026-05-12
W02069,U0263,S008,79,2026-04-01
W02070,U0470,S026,77,2026-09-07
W02071,U0494,S017,61,2026-07-08
W02072,U0370,S011,38,2026-07-22
W02073,U0405,S026,87,2026-03-23
W02074,U0009,S027,85,2026-04-28
W02075,U0298,S019,137,2026-08-22
W02076,U0020,S024,164,2026-09-02
W02077,U0422,S008,74,2026-06-14
W02078,U0182,S017,122,2026-07-16
W02079,U0024,S015,92,2026-04-24
W02080,U0470,S025,69,2026-04-09
W02081,U0099,S030,39,2026-06-01
W02082,U0477,S022,135,2026-09-04
W02083,U0413,S019,178,2026-04-07
W02084,U0042,S002,40,2026-07-07
W02085,U0158,S016,155,2026-06-17
W02086,U0247,S026,26,2026-06-04
W02087,U0294,S014,119,2026-07-31
W02088,U0440,S022,65,2026-04-13
W02089,U0375,S019,66,2026-06-06
W02090,U0428,S002,44,2026-06-05
W02091,U0114,S029,138,2026-09-16
W02092,U0308,S021,174,2026-04-18
W02093,U0321,S019,138,2026-07-21
